match,sku,titulo,departamento,categoria,preco,preco_oferta,meta_fabricante,cor,meta_tamanho,mpn,gtin,meta_peso,meta_volume,meta_genero
90877,8244912V,Tênis Olympikus Position 2 - Masculino - Cor: Vermelho/Preto,Calcados,Running Performance,279.9,265.91,,VERMELHO/PRETO,NULL,,,0,0,NULL
90878,8260841B,Tênis Olympikus Spector - Masculino - Cor: Azul Esc/Laranja,Calcados,Training,159.9,151.91,,AZUL ESC/LARANJA,NULL,,,0,0,NULL
90879,82608433,Tênis Olympikus Spector - Masculino - Cor: Preto/Amarelo,Calcados,Training,159.9,151.91,,Preto/Amarelo,NULL,,,0,0,NULL
94408,76345803,Calça 3/4 Asics Tight 1004 - Feminina - Cor: Cinza,Vestuario,Training,89.9,85.41,,CINZA,NULL,,,0,0,NULL
94419,80712610,Camiseta Asics Tech 3 Short - Feminina - Cor: Rosa Escuro,Vestuario,Running Performance,79.9,75.91,,Rosa Escuro,NULL,,,0,0,NULL
94431,820983VO,Chuteira de Campo Adidas Nitrocharge 1.0 Trx Fg - Cor: Verde Esc/Laranja,Calcados,Futebol,499.9,474.91,,Verde Esc/Laranja,NULL,,,0,0,NULL
94436,820995VO,Chuteira de Futsal Adidas Nitrocharge 3.0 In - Infantil - Cor: Verde Esc/Laranja,Calcados,Futebol,0,0,,Verde Esc/Laranja,NULL,,,0,0,NULL
94437,82098601,Chuteira de Futsal Adidas Predito Lz In Ss14 - Infantil - Cor: Branco,Calcados,Futebol,89.9,85.41,,Branco,NULL,,,0,0,NULL
94438,82096001,Chuteira Society Adidas Predito Lz Trx TF Ss14 - Cor: Branco,Calcados,Futebol,99.9,94.91,,Branco,NULL,,,0,0,NULL
94439,82096701,Chuteira Society Adidas Predito Lz Trx TF Ss14 - Infantil - Cor: Branco,Calcados,Futebol,89.9,85.41,,Branco,NULL,,,0,0,NULL
94464,82333229,Tênis Adidas Komet Syn Ss14 - Masculino - Cor: Preto/Azul,Calcados,Training,199.9,189.91,,Preto/Azul,NULL,,,0,0,NULL
94465,8023525A,Tênis Adidas Lk Trainer 5 Syn Cf - Infantil - Cor: Branco/Rosa,Calcados,Casual,0,0,,BRANCO/ROSA,NULL,,,0,0,NULL
94470,8213103I,Tênis Adidas Mad Handle 2 SS14 - Masculino - Cor: Vermelho/Branco,Calcados,Basquete,299.9,284.91,,Vermelho/Branco,NULL,,,0,0,NULL
94480,8132359S,Tênis Asics Gel Nimbus 15 - Masculino - Cor: Verde/Amarelo,Calcados,Running Performance,0,0,,Verde/Amarelo,NULL,,,0,0,NULL
94510,81676102,Top Asics Favorite Wub1458 - Cor: Preto,Vestuario,Running Performance,39.9,37.91,,Preto,NULL,,,0,0,NULL
97539,82697202,Bermuda Under Armour Compres Armourvent - Cor: Preto,Vestuario,Training,229.9,218.41,,Preto,NULL,,,0,0,NULL
97540,82697002,Bermuda Under Armour Compressao Sonic - Cor: Preto,Vestuario,Training,149.9,142.41,,Preto,NULL,,,0,0,M
97541,82692801,Bermuda Under Armour Mirage - Masculina - Cor: Branco,Vestuario,Training,0,0,,Branco,NULL,,,0,0,NULL
97542,82690402,Bermuda Under Armour Reflex 10 POL - Masculina - Cor: Preto,Vestuario,Training,79.9,75.91,,Preto,NULL,,,0,0,M
97545,826649GS,Blusão Under Armour Rollick 1243125 - Feminino - Cor: Ra,Vestuario,Casual,159.9,151.91,,Ra,NULL,,,0,0,F
97547,769449CD,Bola de Basquete Nike Game Tack - Cor: LARANJA ESCURO,Acessorios,Basquete,79.9,75.91,Nike,LARANJA ESCURO,,,,0,0,
97548,82786449,Bola de Futebol de Campo Nike Coreia Supporters - Cor: Branco/Vermelho,Acessorios,Futebol,69.9,66.41,,Branco/Vermelho,NULL,,,0,0,NULL
97553,8278613I,Bola de Futebol de Campo Nike USA Supporters - Cor: Vermelho/Branco,Acessorios,Futebol,49.9,47.41,,Vermelho/Branco,NULL,,,0,0,NULL
97559,82356738,Bola Society Penalty Matís Termotec - Cor: Branco/Laranja,Acessorios,Futebol,89.9,85.41,,Branco/Laranja,NULL,,,0,0,NULL
97562,82703302,Calção Under Armour Run Armourvent - Masculino - Cor: Preto,Vestuario,Running Performance,129.9,123.41,,Preto,NULL,,,0,0,NULL
97563,82703183,Calção Under Armour Split Run Flyweight - Masculino - Cor: Cinza Escuro,Vestuario,Running Performance,129.9,123.41,,Cinza Escuro,NULL,,,0,0,M
97564,82697302,Calça de Compressão Under Armour Sonic - Masculina - Cor: Preto,Vestuario,Training,249.9,237.41,,Preto,NULL,,,0,0,NULL
97565,82675102,Calça Leg Under Armour Fly By 1246098 - Feminina - Cor: Preto,Vestuario,Running Performance,229.9,218.41,,Preto,NULL,,,0,0,NULL
97567,82696702,Camiseta de Compressão Under Armour - Masculina - Cor: Preto,Vestuario,Training,129.9,123.41,,Preto,NULL,,,0,0,NULL
97575,82583403,Camiseta Urgh Skateboard City - Masculina - Cor: Cinza,Vestuario,Skate,44.9,42.66,,CINZA,NULL,,,0,0,M
97579,79536345,Chinelo Oakley Operative - Masculino - Cor: BRANCO/AZUL ESC,Calcados,Lazer,129.9,123.41,,Branco/Azul Esc,NULL,,,0,0,M
97580,829471UJ,Chuteira de Campo Nike Magista Onda FG - Infantil - Cor: Verde Cla/Rosa,Calcados,Futebol,229.9,218.41,,VERDE CLA/ROSA,NULL,,,0,0,NULL
97581,829470UJ,Chuteira de Campo Nike Magista Opus FG - Cor: Verde Cla/Rosa,Calcados,Futebol,899.9,854.91,,VERDE CLA/ROSA,NULL,,,0,0,NULL
97582,829474UJ,Chuteira de Campo Nike Magista Orden FG - Cor: Verde Cla/Rosa,Calcados,Futebol,449.9,427.41,,VERDE CLA/ROSA,NULL,,,0,0,NULL
97585,829476UJ,Chuteira Society Nike Magista Onda TF - Infantil - Cor: Verde Cla/Rosa,Calcados,Futebol,229.9,218.41,,VERDE CLA/ROSA,NULL,,,0,0,NULL
97586,828847QY,Chuteira Society Nike Mercurial Victory TF - Cor: Roxo Cla/Laranja,Calcados,Futebol,0,0,,Roxo Cla/Laranja,NULL,,,0,0,NULL
97587,8234456P,Chuteira Society Nike Tiempo Rio II TF - Adulto - Cor: Laranja/Branco,Calcados,Futebol,0,0,,Laranja/Branco,NULL,,,0,0,NULL
97593,82684218,Gym Sack Under Armour Ozzie 1240539 - Cor: Roxo,Acessorios,Training,49.9,47.41,,Roxo,NULL,,,0,0,NULL
97595,788638PN,Mesa de Pebolim Klopf Master com Bonecos em Alumínio Embutidos - 788638 - Cor: PRETO/VERDE ESCURO,Equipamentos,Jogos de Salão,1199.9,1139.91,,PRETO/VERDE ESCURO,NULL,,,0,0,NULL
97600,82735551,Monitor Cardíaco Digital Timex T5K490F7 - Cor: Branco/Preto,Instrumento precisao,Cine e Foto,949.9,902.41,,Branco/Preto,NULL,,,0,0,NULL
97607,80847819,Protetor de Boca Punch com Estojo Dual Color - Cor: Preto/Vermelho,Acessorios,Artes Marciais,39.9,37.91,,Preto/Vermelho,NULL,,,0,0,NULL
97611,8273402Y,Relógio Masculino Digital Timex T5K155WKL - Cor: Preto/Prata,Instrumento precisao,Cine e Foto,299.9,284.91,,Preto/Prata,NULL,,,0,0,NULL
97615,82735002,Relógio Masculino Digital Timex T5K584WKL - Cor: Preto,Instrumento precisao,Cine e Foto,329.9,313.41,,Preto,NULL,,,0,0,NULL
97617,82655202,Short Under Armour Sonic - Feminino - Cor: Preto,Vestuario,Training,119.9,113.91,,Preto,NULL,,,0,0,NULL
97626,80508802,Tênis Converse Star Player Ev Ox - Unissex - Cor: Preto,Calcados,Casual,0,0,,Preto,NULL,,,0,0,NULL
97627,82860015,Tênis Drop Dead Rodolfo Ramos - Masculino - Cor: Marrom,Calcados,Skate,189.9,180.41,,Marrom,NULL,,,0,0,M
97628,82860002,Tênis Drop Dead Rodolfo Ramos - Masculino - Cor: Preto,Calcados,Skate,189.9,180.41,,Preto,NULL,,,0,0,M
97630,8300830D,Tênis Fila Escalade - Masculino - Cor: Branco/Laranja Esc,Calcados,Training,0,0,,Branco/Laranja Esc,NULL,,,0,0,NULL
97631,82719446,Tênis Fila F81 Mesh - Feminino - Cor: Branco/Cinza,Calcados,Casual,99.9,94.91,,Branco/Cinza,NULL,,,0,0,NULL
97640,830019NF,Tênis New Balance M574 - Masculino - Cor: Vinho,Calcados,Casual,0,0,,Vinho,NULL,,,0,0,NULL
97643,81748019,Tênis Nike Air Relentless 3 MSL - Masculino - Cor: Preto/Vermelho,Calcados,Training,0,0,,Preto/Vermelho,NULL,,,0,0,NULL
97645,82341514,Tênis Nike Cage Advantage - Masculino - Cor: Azul Claro,Calcados,Tennis,379.9,360.91,,Azul claro,NULL,,,0,0,NULL
97647,82288429,Tênis Nike Dual Fusion TR 5 631464 - Masculino - Cor: Preto/Azul,Calcados,Training,249.9,237.41,,Preto/Azul,NULL,,,0,0,M
97648,82955851,Tênis Nike The Overplay VIII - Masculino - Cor: Branco/Preto,Calcados,Basquete,199.9,189.91,,Branco/Preto,NULL,,,0,0,NULL
97650,8229152R,Tênis Nike Vapor Court - Infantil - Cor: Azul/Branco,Calcados,Tennis,179.9,170.91,,Azul/Branco,NULL,,,0,0,NULL
97651,82341274,Tênis Nike Zoom Vapor 9.5 Tour - Masculino - Cor: Cinza/Branco,Calcados,Tennis,449.9,427.41,,CINZA/BRANCO,NULL,,,0,0,NULL
97653,82617284,Tênis Olympikus Moment - Masculino - Cor: Marrom Escuro,Calcados,Casual,0,0,,Marrom escuro,NULL,,,0,0,NULL
97654,8244770G,Tênis Olympikus Velocy 2 - Masculino - Cor: Amarelo/Azul Escuro,Calcados,Running Performance,259.9,246.91,,Amarelo/Azul Escuro,NULL,,,0,0,NULL
97655,826159NE,Tênis Olympikus Way - Masculino - Cor: Marrom Claro,Calcados,Casual,159.9,151.91,,Marrom Claro,NULL,,,0,0,NULL
97656,8260785G,Tênis Olympukis Gedan - Masculino - Cor: Preto/Cinza Esc,Calcados,Training,0,0,,Preto/Cinza Esc,NULL,,,0,0,NULL
97659,82335801,Tênis Puma Surgo Mesh 469386 - Feminino - Cor: Branco,Calcados,Training,179.9,170.91,,Branco,NULL,,,0,0,F
97660,82333351,Tênis Puma Surgo SL 469387 - Masculino - Cor: Branco/Preto,Calcados,Training,199.9,189.91,,Branco/Preto,NULL,,,0,0,M
97661,82335737,Tênis Puma Surgo Sl 469388 - Feminino - Cor: Branco/Rosa,Calcados,Training,199.9,189.91,,BRANCO/ROSA,NULL,,,0,0,F
97663,82969615,Tênis Rainha Mont Car Xadrez - Masculino - Cor: Marrom,Calcados,Casual,0,0,,Marrom,NULL,,,0,0,NULL
97666,826673QK,Tênis Reebok Dual Star - Masculino - Cor: Verde Claro/Preto,Calcados,Training,129.9,123.41,,Verde Claro/Preto,NULL,,,0,0,NULL
97668,82682408,Tênis Under Armour Charge 2 Racer - Masculino - Cor: Amarelo,Calcados,Running Performance,399.9,379.91,,AMARELO,NULL,,,0,0,NULL
97669,826820Q4,Tênis Under Armour Speedform Rc - Feminino - Cor: Rosa/Preto,Calcados,Running Performance,599.9,569.91,,ROSA/PRETO,NULL,,,0,0,F
97672,82629983,T Shirt Ml Under Armour Sonic 1233503 W - Cor: Cinza Escuro,Vestuario,Running Performance,129.9,123.41,,Cinza Escuro,NULL,,,0,0,F
97673,826296EZ,T Shirt Under Armour Armourvent W - Cor: Rosa,Vestuario,Training,189.9,180.41,,Rosa,NULL,,,0,0,F
97674,82704105,T Shirt Under Armour Run Coldblack - Cor: Azul Escuro,Vestuario,Running Performance,0,0,,Azul escuro,NULL,,,0,0,NULL
97676,82629802,T Shirt Under Armour Sonic 1233459 W - Cor: Preto,Vestuario,Training,129.9,123.41,,Preto,NULL,,,0,0,F
97677,8279902R,Tenis Nike Cheyenne 2013 641874 Jr - Cor: Azul/Branco,Calcados,Skate,179.9,170.91,,Azul/Branco,NULL,,,0,0,NULL
97678,82799031,Tenis Nike Cheyenne 2013 641874 Jr - Cor: Preto/Branco,Calcados,Skate,179.9,170.91,,Preto/Branco,NULL,,,0,0,NULL
97679,82889931,Tenis Nike Free Trainer 5.0 644671 - Cor: Preto/Branco,Calcados,Training,399.9,379.91,,Preto/Branco,NULL,,,0,0,NULL
89128,813235US,Tênis Asics Gel Nimbus 15 - Masculino - Cor: Verde Cla/Azul,Calcados,Running Performance,0,0,,AZUL/VERDE CLA,NULL,,,0,0,NULL
52385,820967Q2,Chuteira Society Adidas Predito Lz Trx TF Ss14 - Infantil - Cor: Rosa/Branco,CALCADOS,Futebol,129.9,123.41,Adidas,ROSA/BRANCO,,,,0,0,
102857,8107629O,Tênis Mizuno Wave Legend AW13 4129178 - Masculino - Cor: Branco/Verde Cla,Calcados,Running Performance,0,0,,Branco/Verde Cla,NULL,,,0,0,NULL
103675,78271100,Amino BCAA Powder Body Size - 300g - Integralmédica,Alimento,Suplemento Alimentar,120.89,114.85,Integral Medica,NULL,,NULL,NULL,300,0,
103863,766164VE,Bolsa Nike Si Shoulder Club - Feminina - Cor: Verde/Cinza Cla,Acessorios,Casual,179.9,170.91,,Verde/Cinza Cla,NULL,,,0,0,NULL
103864,821955WQ,Calção Nike CBF Select Wvn - Adulto - Cor: Cinza Esc/Azul,Vestuario,Futebol,99.9,94.91,,Cinza Esc/Azul,NULL,,,0,0,NULL
103866,81654286,Calça Capri Nike Epic 547607 - Feminina - Cor: Verde Escuro,Vestuario,Running Performance,0,0,,Verde Escuro,NULL,,,0,0,NULL
103881,821867KA,Tênis Nike Flyknit Air Max - Masculino - Cor: Laranja Esc/Azul,Calcados,Training,1000,950,,Laranja Esc/Azul,NULL,,,0,0,NULL
103882,821905QI,Tênis Nike Flyknit Lunar2 - Feminino - Cor: Verde Claro/Branco,Calcados,Running Performance,699.9,664.91,,Verde Claro/Branco,NULL,,,0,0,NULL
103887,79265303,Tênis Nike Suketo Leather 525311 - Masculino - Cor: Cinza,Calcados,Casual,0,0,,Cinza,NULL,,,0,0,NULL
108762,83287024,Chuteira Society Nike Hypervenom Dourada Phelon TF - Cor: Ouro,Calcados,Futebol,300,285,,Ouro,NULL,,,0,0,NULL
108763,81058459,Tênis Nike In Season TR 3 - Feminino - Cor: Cinza/Vermelho,Calcados,Training,199.9,189.91,,Cinza/Vermelho,NULL,,,0,0,NULL
108765,810584VB,Tênis Nike In Season TR 3 - Feminino - Cor: Verde/Azul Cla,Calcados,Training,0,0,,Verde/Azul Cla,NULL,,,0,0,NULL
178671,8256274W,Tênis Olympikus Sharp - Masculino - Cor: Azul Esc/Vermelho,Calcados,Training,109.9,104.41,,Azul Esc/Vermelho,NULL,,,0,0,NULL
178672,82562949,Tênis Nike Grand Terrace 599434 - Masculino - Cor: Branco/Vermelho,Calcados,Casual,129.9,123.41,,Branco/Vermelho,NULL,,,0,0,NULL
178673,82565501,Camiseta Oakley In Between - Masculina - Cor: Branco,Vestuario,Surf e Board,0,0,,Branco,NULL,,,0,0,NULL
178674,82565506,Camiseta Oakley In Between - Masculina - Cor: Vermelho,Vestuario,Surf e Board,0,0,,VERMELHO,NULL,,,0,0,NULL
178675,82566501,Camiseta Oakley Executive SS - Masculina - Cor: Branco,Vestuario,Surf e Board,79.9,75.91,,Branco,NULL,,,0,0,NULL
178676,82567001,Camiseta Oakley Skull Tecture - Cor: Branco,Vestuario,Surf e Board,129.9,123.41,,Branco,NULL,,,0,0,NULL
178677,82567002,Camiseta Oakley Skull Tecture - Cor: Preto,Vestuario,Surf e Board,129.9,123.41,,Preto,NULL,,,0,0,NULL
178678,82568602,Camiseta Oakley Surf Stronger - Cor: Preto,Vestuario,Surf e Board,84.9,80.66,,Preto,NULL,,,0,0,NULL
178679,82569701,Camiseta Manga Longa Oakley Sliced Square - Cor: Branco,Vestuario,Surf e Board,89.9,85.41,,Branco,NULL,,,0,0,NULL
178680,82570101,Camiseta Oakley Underwater - Cor: Branco,Vestuario,Surf e Board,79.9,75.91,,Branco,NULL,,,0,0,NULL
178681,82573101,Camiseta Oakley Termo Square 453741 - Cor: Branco,Vestuario,Surf e Board,0,0,,Branco,NULL,,,0,0,NULL
178682,82573106,Camiseta Oakley Termo Square 453741 - Cor: Vermelho,Vestuario,Surf e Board,0,0,,Vermelho,NULL,,,0,0,NULL
178683,825731BL,Camiseta Oakley Termo Square 453741 - Cor: Cinza Claro,Vestuario,Surf e Board,0,0,,Cinza Claro,NULL,,,0,0,NULL
178684,825737BL,Camiseta Oakley Aerial Destroyer Sp - Cor: Cinza Claro,Vestuario,Surf e Board,104.9,99.66,,Cinza Claro,NULL,,,0,0,NULL
178685,82574404,Jaqueta Adidas Originals - Cor: Azul,Vestuario,Casual,179.9,170.91,,Azul,NULL,,,0,0,NULL
178686,82574502,Bermuda Oakley Capital - Masculina - Cor: Preto,Vestuario,Surf e Board,0,0,,Preto,NULL,,,0,0,NULL
178687,82575805,Polo Oakley Friction - Masculina - Cor: Azul Escuro,Vestuario,Surf e Board,0,0,,Azul Escuro,NULL,,,0,0,NULL
178688,82584006,Camiseta Urgh Wheels - Cor: Vermelho,Vestuario,Skate,39.9,37.91,,Vermelho,NULL,,,0,0,NULL
178689,82587201,Camiseta Skate Urgh Skatelife LA 225028 - Cor: Branco,Vestuario,Skate,39.9,37.91,,Branco,NULL,,,0,0,NULL
178690,82587202,Camiseta Skate Urgh Skatelife LA 225028 - Cor: Preto,Vestuario,Skate,39.9,37.91,,Preto,NULL,,,0,0,NULL
178691,82590555,Camiseta Urgh Skatelife 225101 - Cor: Cinza/Azul Esc,Vestuario,Skate,49.9,47.41,,Cinza/Azul Esc,NULL,,,0,0,NULL
178692,82590558,Camiseta Urgh Skatelife 225101 - Cor: Cinza/Preto,Vestuario,Skate,0,0,,Cinza/Preto,NULL,,,0,0,NULL
178693,82591802,Camiseta Urgh Paisley - Cor: Preto,Vestuario,Skate,54.9,52.16,,Preto,NULL,,,0,0,NULL
178694,82599933,Tênis Adidas Ocis Runner - Masculino - Cor: Preto/Amarelo,Calcados,Casual,0,0,,Preto/Amarelo,NULL,,,0,0,NULL
178695,82600349,Tênis Puma Alekto Low Scuderia Ferrari Nm - Masculino - Cor: Branco/Vermelho,Calcados,Casual,349.9,332.41,,Branco/Vermelho,NULL,,,0,0,NULL
178696,826003XQ,Tênis Puma Alekto Low Scuderia Ferrari Nm - Masculino - Cor: Cinza Cla/Azul,Calcados,Casual,229.9,218.41,,Cinza Cla/Azul,NULL,,,0,0,NULL
178697,82600663,Tênis Adidas Adilago Low - Masculino - Cor: Azul Esc/Preto,Calcados,Casual,129.9,123.41,,Azul Esc/Preto,NULL,,,0,0,NULL
178698,82603201,Camiseta Asics M Core Print - Masculina - Cor: Branco,Vestuario,Running Performance,0,0,,Branco,NULL,,,0,0,NULL
178699,82603951,Camiseta Asics Tennis Top - Cor: Branco/Preto,Vestuario,Tennis,0,0,,Branco/Preto,NULL,,,0,0,NULL
178700,82605471,Tênis Olympikus Sharp - Feminino - Cor: Rosa/Roxo,Calcados,Training,99.9,94.91,,Rosa/Roxo,NULL,,,0,0,NULL
178701,82606171,Tênis Olympikus Gedan - Feminino - Cor: Rosa/Roxo,Calcados,Training,139.9,132.91,,Rosa/Roxo,NULL,,,0,0,NULL
178702,8260742V,Tênis Olympikus Light - Masculino - Cor: Vermelho/Preto,Calcados,Training,129.9,123.41,,Vermelho/Preto,NULL,,,0,0,NULL
178703,82607432,Tênis Olympikus Light - Masculino - Cor: Preto/Cinza,Calcados,Training,129.9,123.41,,Preto/Cinza,NULL,,,0,0,NULL
178704,826074I3,Tênis Olympikus Light - Masculino - Cor: Azul Esc/Verde Cla,Calcados,Training,129.9,123.41,,Azul Esc/Verde Cla,NULL,,,0,0,NULL
178705,8260764W,Tênis Olympikus Latitude - Masculino - Cor: Azul Esc/Vermelho,Calcados,Training,139.9,132.91,,Azul Esc/Vermelho,NULL,,,0,0,NULL
178706,82607703,Camiseta Asics Pr Lyte Ss - Masculina - Cor: Cinza,Vestuario,Running Performance,79.9,75.91,,Cinza,NULL,,,0,0,NULL
178707,8260784W,Tênis Olympukis Gedan - Masculino - Cor: Azul Esc/Vermelho,Calcados,Training,99.9,94.91,,AZUL ESC/VERMELHO,NULL,,,0,0,NULL
178708,826078WS,Tênis Olympukis Gedan - Masculino - Cor: Cinza Esc/Verde Cla,Calcados,Training,0,0,,Cinza Esc/Verde Cla,NULL,,,0,0,NULL
178709,826082WS,Tênis Olympikus Pulse 43375986 - Masculino - Cor: Cinza Esc/Verde Cla,Calcados,Training,149.9,142.41,,Cinza Esc/Verde Cla,NULL,,,0,0,NULL
178710,8260831D,Tênis Olympikus Mega - Masculino - Cor: Cinza Esc/Vermelho,Calcados,Training,159.9,151.91,,Cinza Esc/Vermelho,NULL,,,0,0,NULL
178711,826083CT,Tênis Olympikus Mega - Masculino - Cor: Preto/Verde Cla,Calcados,Training,0,0,,Preto/Verde Cla,NULL,,,0,0,NULL
178712,826087CT,Tênis Olympikus Planet - Masculino - Cor: Preto/Verde Cla,Calcados,Training,0,0,,Preto/Verde Cla,NULL,,,0,0,NULL
178713,826087PO,Tênis Olympikus Planet - Masculino - Cor: Cinza Escuro/Amarelo,Calcados,Training,0,0,,Cinza Escuro/Amarelo,NULL,,,0,0,NULL
178714,8260883L,Tênis Olympikus Intensity - Masculino - Cor: Preto/Ouro,Calcados,Training,164.9,156.66,,Preto/Ouro,NULL,,,0,0,NULL
178715,8260911B,Tênis Olympikus Thunder - Masculino - Cor: Azul Esc/Laranja,Calcados,Training,259.9,246.91,,Azul Esc/Laranja,NULL,,,0,0,NULL
178716,82609229,Bermuda Oakley Corrosion Stripes - Cor: Preto/Azul,Vestuario,Surf e Board,229.9,218.41,,Preto/Azul,NULL,,,0,0,NULL
178717,82609632,Bermuda Oakley Tuneless - Cor: Preto/Cinza,Vestuario,Surf e Board,199.9,189.91,,Preto/Cinza,NULL,,,0,0,NULL
178718,8260969K,Bermuda Oakley Tuneless - Cor: Azul/Cinza,Vestuario,Surf e Board,199.9,189.91,,Azul/Cinza,NULL,,,0,0,NULL
178719,82611006,Camiseta Adidas Espanha Ess - Cor: Vermelho,Vestuario,Futebol,79.9,75.91,,Vermelho,NULL,,,0,0,NULL
178720,82613902,Tênis Oakley Bend - Masculino - Cor: Preto,Calcados,Casual,0,0,,Preto,NULL,,,0,0,NULL
178721,82613905,Tênis Oakley Bend - Masculino - Cor: Azul Escuro,Calcados,Casual,0,0,,Azul Escuro,NULL,,,0,0,NULL
178722,82613906,Tênis Oakley Bend - Masculino - Cor: Vermelho,Calcados,Casual,0,0,,Vermelho,NULL,,,0,0,NULL
178723,826140NF,Tênis Oakley Spine - Masculino - Cor: Vinho,Calcados,Casual,0,0,,Vinho,NULL,,,0,0,NULL
178724,82614106,Tênis Oakley Nollie 13263 - Masculino - Cor: Vermelho,Calcados,Casual,289.9,275.41,,Vermelho,NULL,,,0,0,NULL
178725,8261432Z,Tênis Adidas Springblade Razor - Masculino - Cor: Azul Cla/Prata,Calcados,Training,999.9,949.91,,Azul Cla/Prata,NULL,,,0,0,NULL
178726,8261439N,Tênis Adidas Springblade Razor - Masculino - Cor: Cinza Esc/Laranja,Calcados,Training,999.9,949.91,,Cinza Esc/Laranja,NULL,,,0,0,NULL
178727,82615303,Tênis Olympikus Lisbon - Masculino - Cor: Cinza,Calcados,Casual,0,0,,Cinza,NULL,,,0,0,NULL
178728,82616925,Luvas Everlast 2710 10 OZ - Feminina - Cor: Prata,Acessorios,Artes Marciais,169.9,161.41,,Prata,NULL,,,0,0,NULL
178729,826176X8,Tênis Nike Air Max TR 365 - Masculino - Cor: Cinza Cla/Preto,Calcados,Training,0,0,,Cinza Cla/Preto,NULL,,,0,0,NULL
178730,82629502,Camiseta Under Armour Reg Armourvent W - Cor: Preto,Vestuario,Training,139.9,132.91,,Preto,NULL,,,0,0,NULL
178731,8262953W,Camiseta Under Armour Reg Armourvent W - Cor: Verde Claro,Vestuario,Training,139.9,132.91,,Verde Claro,NULL,,,0,0,NULL
178732,826295EZ,Camiseta Under Armour Reg Armourvent W - Cor: Rosa,Vestuario,Training,139.9,132.91,,Rosa,NULL,,,0,0,NULL
178733,8262973W,Camiseta Under Armour Reg Sonic W - Cor: Verde Claro,Vestuario,Training,99.9,94.91,,Verde Claro,NULL,,,0,0,NULL
178734,82642783,Tênis Oakley Bannister - Masculino - Cor: Cinza Escuro,Calcados,Aventura,449.9,427.41,,Cinza Escuro,NULL,,,0,0,NULL
178735,82652333,Bermuda Rusty Nitro - Cor: Preto/Amarelo,Vestuario,Surf e Board,129.9,123.41,,Preto/Amarelo,NULL,,,0,0,NULL
178736,82663702,Bermuda Adidas WV Clima F - Infantil - Cor: Preto,Vestuario,Casual,69.9,66.41,,Preto,NULL,,,0,0,NULL
178737,82663903,Camiseta Rusty Two Faced 81140678 - Cor: Cinza,Vestuario,Surf e Board,69.9,66.41,,Cinza,NULL,,,0,0,NULL
178738,82664602,Bermuda Adidas Long Chelsea WV 3S - Infantil - Cor: Preto,Vestuario,Casual,59.9,56.91,,Preto,NULL,,,0,0,NULL
178739,82664703,Camiseta Rusty Tatto Girl - Cor: Cinza,Vestuario,Surf e Board,79.9,75.91,,Cinza,NULL,,,0,0,NULL
178740,82666602,Tênis Reebok Conic Mash - Masculino - Cor: Preto,Calcados,Training,199.9,189.91,,Preto,NULL,,,0,0,NULL
178741,82666604,Tênis Reebok Conic Mash - Masculino - Cor: Azul,Calcados,Training,199.9,189.91,,Azul,NULL,,,0,0,NULL
178742,8266692V,Tênis Reebok Dual Up - Masculino - Cor: Vermelho/Preto,Calcados,Training,149.9,142.41,,Vermelho/Preto,NULL,,,0,0,NULL
178743,826669QK,Tênis Reebok Dual Up - Masculino - Cor: Verde Claro/Preto,Calcados,Training,149.9,142.41,,Verde Claro/Preto,NULL,,,0,0,NULL
178744,826670UU,Camiseta Under Armour Reg Cc Woodmark W - Cor: Verde Cla/Cinza Cla,Vestuario,Training,99.9,94.91,,Verde Cla/Cinza Cla,NULL,,,0,0,F
178745,826672I3,Tênis Reebok Dual Premium RBRN377 - Masculino - Cor: Azul Esc/Verde Cla,Calcados,Training,199.9,189.91,,Azul Esc/Verde Cla,NULL,,,0,0,NULL
178746,8266751D,Tênis Reebok Dual Light - Masculino - Cor: Cinza Esc/Vermelho,Calcados,Training,0,0,,Cinza Esc/Vermelho,NULL,,,0,0,NULL
178747,82668249,Tênis Reebok Sublite X Flow - Masculino - Cor: Branco/Vermelho,Calcados,Training,0,0,,Branco/Vermelho,NULL,,,0,0,NULL
178748,826682CT,Tênis Reebok Sublite X Flow - Masculino - Cor: Preto/Verde Cla,Calcados,Training,159.9,151.91,,Preto/Verde Cla,NULL,,,0,0,NULL
178749,82668406,Tênis Reebok Sublite X Train - Masculino - Cor: Vermelho,Calcados,Training,149.9,142.41,,VERMELHO,NULL,,,0,0,NULL
178750,826687WI,Tênis Reebok Discovery Full Dmx - Feminino - Cor: Cinza Esc/Rosa,Calcados,Training,199.9,189.91,,Cinza Esc/Rosa,NULL,,,0,0,NULL
178751,82668920,Tênis Reebok Inspiration DMX LP - Feminino - Cor: Amarelo/Roxo,Calcados,Training,0,0,,Amarelo/Roxo,NULL,,,0,0,NULL
178752,82669768,Tênis Reebok Dual Up - Feminino - Cor: Verde/Roxo,Calcados,Training,0,0,,Verde/Roxo,NULL,,,0,0,NULL
178753,826697QF,Tênis Reebok Dual Up - Feminino - Cor: Roxo/Rosa,Calcados,Training,229.9,218.41,,Roxo/Rosa,NULL,,,0,0,NULL
178754,8267109U,Tênis Reebok Sublite X Slip RBTR05 - Feminino - Cor: Azul Cla/Rosa,Calcados,Training,179.9,170.91,,Azul Cla/Rosa,NULL,,,0,0,NULL
