match,sku,titulo,departamento,categoria,preco,preco_oferta,meta_fabricante,cor,meta_tamanho,mpn,gtin,meta_peso,meta_volume,meta_genero
29513,813327QH,Tênis Adidas F50 Adizero CF - Infantil - Cor: Verde Cla/Azul Esc,Calcados,Casual,119.9,113.91,Adidas,VERDE CLA/AZUL ESC,,,,0,0,
29529,815351U0,Tênis Adidas Supernova Sequence 6 – Feminino - Cor: Azul Esc/Rosa,Calcados,Running Performance,249.9,237.41,Adidas,Azul Esc/Rosa,,,,0,0,F
29623,80064701,Bermuda Nike Woven - Masculina - Cor: Branco,Vestuario,Tennis,99.9,94.91,Nike,Prata+Azul,,,,0,0,M
29626,812088EZ,Bicicleta Caloi Barbie - Aro 16 - 2014 - Infantil - Cor: Rosa,Equipamentos,Bike,0,0,Caloi,Rosa,,BIC.BARBIE16 ROSA/BRANCO A14,7891401015495,0,0,
29627,80289631,Bicicleta Caloi Elite 20 - Quadro em Aluminio - Com Freio a Disco - 27V - Aro 29 - Cor: PRETO/BRANCO,Equipamentos,Bike,0,0,Caloi,Preto/Branco,,,,0,0,
29628,80289531,Bicicleta Caloi Elite 30 - Quadro em Alumínio - 30 Velocidades - 2013 - Cor: PRETO/BRANCO,Equipamentos,Bike,4199.9,3989.91,Caloi,Preto/Branco,,,,0,0,
29631,80836102,Blusão Nike CBD Best Ls Crew - Masculino - Cor: Preto,Vestuario,Futebol,139.9,132.91,Nike,Chumbo+Amarelo,,,,0,0,M
29637,8010852R,Bola de Futebol de Campo Nike Brasil Supporters - Cor: AZUL/BRANCO,Acessorios,Futebol,69.9,66.41,Nike,Azul/Branco,,,,0,0,
29654,8125802V,Bolsa Puma Team Cat Small 071432 - Cor: Vermelho/Preto,Acessorios,Futebol,0,0,Puma,VERMELHO/PRETO,,,,0,0,
29656,8121630F,Calção Adidas Milan I II - Infantil - Cor: Branco/Ouro,Vestuario,Futebol,0,0,Adidas,BRANCO/OURO,,,,0,0,
29673,801629OC,Camisa Adidas Fluminense I 2013 - Feminina - Cor: VINHO/VERDE,Vestuario,Futebol,0,0,Adidas,VINHO/VERDE,,,,0,0,F
29675,81235705,Camisa Adidas Lyon III - Masculina - Cor: Azul Escuro,Vestuario,Futebol,149.9,142.41,Adidas,Azul escuro,,,,0,0,M
29676,79470852,Camisa Adidas Marseille I 2012 - Masculina - Cor: BRANCO/AZUL,Vestuario,Futebol,0,0,Adidas,Branco/Azul,,,,0,0,M
29685,79354649,Camisa Nike Manchester Away - Infantil - Cor: Branco/Vermelho,Vestuario,Futebol,119.9,113.91,Nike,Branco/Vermelho,,,,0,0,
29688,81011345,Camisa Nike Paris Saint-Germain Away – Masculina - Cor: Branco/Azul Esc,Vestuario,Futebol,0,0,Nike,Branco/Azul Esc,,,,0,0,M
29691,79606851,Camisa Puma Botafogo Away - Infantil - Cor: Branco/Preto,Vestuario,Futebol,59.9,56.91,Puma,Branco/Preto,,,,0,0,
29748,8163713I,Jaqueta Nike Internacional Authentic – Masculina - Cor: Vermelho/Branco,Vestuario,Futebol,199.9,189.91,Nike,Vermelho/Branco,,,,0,0,M
29749,80152119,Jaqueta Nike Internacional Authentic - Masculina - Cor: PRETO/VERMELHO,Vestuario,Futebol,149.9,142.41,Nike,Preto/Vermelho,,,,0,0,M
29792,81524331,Tênis Adidas A.T Speedcut Tr - Masculino - Cor: Preto/Branco,Calcados,Running Performance,0,0,Adidas,Preto/Branco,,,,0,0,M
29795,81097652,Tênis Adidas Barricade Team 3 - Masculino - Cor: Branco/Azul,Calcados,Tennis,149.9,142.41,Adidas,Branco/Azul,,,,0,0,M
29801,813351EZ,Tênis Adidas LK Trainer 5 NBK CF - Infantil - Cor: Rosa,Calcados,Casual,119.9,113.91,Adidas,Rosa,,,,0,0,
29804,815347TY,Tênis Adidas Sonic Boost – Masculino - Cor: Azul Esc/Laranja Esc,Calcados,Running Performance,299.9,284.91,Adidas,Azul Esc/Laranja Esc,,,,0,0,M
29825,81690145,Tênis Nike Pico LT 619044 - Infantil - Cor: Branco/Azul Esc,Calcados,Casual,119.9,113.91,Nike,Branco/Azul Esc,,,,0,0,
30056,81011651,Calção Nike Academy Knit 544899 - Masculino - Cor: Branco/Preto,Vestuario,Futebol,0,0,Nike,Branco/Preto,,,,0,0,M
30057,80835402,Bolsa Puma Scuderia Ferrari Medium - Cor: Preto,Acessorios,Casual,299.9,284.91,Puma,Chumbo+Amarelo,,,,0,0,
30058,77483408,Bola de Futebol de Campo Nike Team Training SC1911 - Cor: Amarelo,Acessorios,Futebol,49.9,47.41,Nike,AMARELO,,,,0,0,
30062,800770EZ,Camiseta Regata Nike Ego Sculpt 529746 - Feminina - Cor: Rosa,Vestuario,Training,79.9,75.91,Nike,Rosa,,,,0,0,F
30072,8050583I,Calção Nike Internacional Away - Adulto - Cor: Vermelho/Branco,Vestuario,Futebol,79.9,75.91,Nike,Vermelho/Branco,,,,0,0,
30109,80064702,Bermuda Nike Woven - Masculina - Cor: Preto,Vestuario,Tennis,99.9,94.91,Nike,Chumbo+Amarelo,,,,0,0,M
30112,794364EZ,Bicicleta Caloi Easy Rider - Quadro em Alumínio - 21 Velocidades - Feminina - 2012 - Cor: Rosa,Equipamentos,Bike,0,0,Caloi,Rosa,,769.919.009,7891473015577,0,0,F
30119,79362752,Bola de Futebol de Campo Nike Ctr360 Volo - Cor: Branco/Azul,Acessorios,Futebol,0,0,Nike,Branco/Azul,,,,0,0,
30141,80835406,Bolsa Puma Scuderia Ferrari Medium - Cor: Vermelho,Acessorios,Casual,299.9,284.91,Puma,Colorido,,,,0,0,
30156,78669451,Calção Adidas Entrada SS 12 - Masculino - Cor: BRANCO/PRETO,Vestuario,Futebol,0,0,Adidas,Branco/Preto,,,,0,0,M
30162,78669101,Calção Adidas Regista - Masculino - Cor: BRANCO,Vestuario,Futebol,0,0,Adidas,Prata+Azul,,,,0,0,M
30166,80212401,Calção Adidas Squadra 13 - Infantil - Cor: Branco,Vestuario,Futebol,44.9,42.66,Adidas,Prata+Azul,,,,0,0,
30176,81035002,Calção Nike 4 Woven - Masculino - Cor: Preto,Vestuario,Running Performance,79.99,75.99,Nike,Chumbo+Amarelo,,,,0,0,M
30181,81106202,Calção Nike Academy Jaquard 544900 - Masculino - Cor: Preto,Vestuario,Futebol,49.9,47.41,Nike,Chumbo+Amarelo,,,,0,0,M
30183,804579WY,Calção Nike Corinthians Gk Repl Masculino - Cor: MARROM CLA/PRETO,Vestuario,Futebol,99.9,94.91,Nike,Marrom Cla/Preto,,,,0,0,M
30187,80652049,Calção Nike Inglaterra Away 580958 - Masculino - Cor: Branco/Vermelho,Vestuario,Futebol,99.9,94.91,Nike,Branco/Vermelho,,,,0,0,M
30206,8121739F,Camisa Adidas Calcio Milan III 2013– Masculina - Cor: Ouro/Preto,Vestuario,Futebol,0,0,Adidas,OURO/PRETO,,,,0,0,M
30209,81223032,Camisa Adidas Chelsea III 2013 - Masculina - Cor: Preto/Cinza,Vestuario,Futebol,149.9,142.41,Adidas,Preto/Cinza,,,,0,0,M
30210,81246352,Camisa Adidas CSKA Away 2013 – Masculina - Cor: Branco/Azul,Vestuario,Futebol,149.9,142.41,Adidas,Branco/Azul,,,,0,0,M
30211,80573461,Camisa Adidas Fluminense II 2013 SN - Infantil - Cor: Branco/Vinho,Vestuario,Futebol,99.9,94.91,Adidas,Branco/Vinho,,,,0,0,
30212,80445861,Camisa Adidas Fluminense II 2013 SN - Masculina - Cor: BRANCO/VINHO,Vestuario,Futebol,0,0,Adidas,Branco/Vinho,,,,0,0,M
30216,81236473,Camisa Adidas Marseille Way – Masculina - Cor: Azul Esc/Cinza,Vestuario,Futebol,149.9,142.41,Adidas,AZUL ESC/CINZA,,,,0,0,M
30217,8121849F,Camisa Adidas Milan III 2013 - Infantil - Cor: Ouro/Preto,Vestuario,Futebol,119.9,113.91,Adidas,OURO/PRETO,,,,0,0,
30233,8100600G,Camisa Nike Barcelona Away - Masculina - Cor: Amarelo/Azul Escuro,Vestuario,Futebol,149.9,142.41,Nike,Amarelo/Azul Escuro,,,,0,0,M
30238,7935442V,Camisa Nike Manchester Home - Feminina - Cor: VERMELHO/PRETO,Vestuario,Futebol,99.9,94.91,Nike,VERMELHO/PRETO,,,,0,0,F
30251,7457932R,Camiseta Adidas Crew Ess - Cor: Azul/Branco,Vestuario,Casual,59.9,56.91,Adidas,Azul/Branco,,,,0,0,
30253,81389101,Camiseta Adidas ESS LW MF - Feminina - Cor: Branco,Vestuario,Training,0,0,Adidas,Prata+Azul,,,,0,0,F
30284,80088605,Camiseta Nike FCB Cove Vintage - Masculina - Cor: AZUL ESCURO,Vestuario,Futebol,0,0,Nike,Azul escuro,,,,0,0,M
30286,80120401,Camiseta Nike Internacional Basic - Masculina - Cor: BRANCO,Vestuario,Futebol,49.9,47.41,Nike,Prata+Azul,,,,0,0,M
30287,80120406,Camiseta Nike Internacional Basic - Masculina - Cor: VERMELHO,Vestuario,Futebol,49.9,47.41,Nike,Colorido,,,,0,0,M
30290,77687501,Camiseta Nike Legend - Masculina - Cor: BRANCO,Vestuario,Training,79.9,75.91,Nike,Prata+Azul,,,,0,0,M
30304,80064201,Camiseta Nike Power Tank - Feminina - Cor: Branco,Vestuario,Tennis,0,0,Nike,Prata+Azul,,,,0,0,F
30314,81031401,Camiseta Nike Teeth Swoosh – Masculina - Cor: Branco,Vestuario,Casual,89.9,85.41,Nike,Prata+Azul,,,,0,0,M
30321,80064101,Camiseta Nike UV Crew - Masculina - Cor: Branco,Vestuario,Tennis,79.9,75.91,Nike,Prata+Azul,,,,0,0,M
30323,80064102,Camiseta Nike UV Crew - Masculina - Cor: Preto,Vestuario,Tennis,79.9,75.91,Nike,Chumbo+Amarelo,,,,0,0,M
30363,792977C2,Chuteira de Campo Nike CTR360 Enganche III FG - Infantil - Cor: Amarelo Esc/Preto,Calcados,Futebol,99.9,94.91,Nike,Amarelo Esc/Preto,,,,0,0,
30366,792977QK,Chuteira de Campo Nike CTR360 Enganche III FG - Infantil - Cor: Verde Claro/Preto,Calcados,Futebol,89.9,85.41,Nike,Verde Claro/Preto,,,,0,0,
30388,7993772U,Chuteira de Futsal Adidas F5 IN - Masculina - Cor: AMARELO/PRETO,Calcados,Futebol,99.9,94.91,Adidas,AMARELO/PRETO,,,,0,0,M
30391,809835J3,Chuteira de Futsal Adidas F5 IN Fw13 - Cor: Laranja Esc/Branco,Calcados,Futebol,99.9,94.91,Adidas,Laranja Esc/Branco,,,,0,0,
30396,809798BK,Chuteira de Futsal Adidas Predito Lz In - Cor: Verde/Preto,Calcados,Futebol,99.9,94.91,Adidas,Verde/Preto,,,,0,0,
30398,786015CT,Chuteira de Futsal Nike 5 Beco - Cor: Preto/Verde Cla,Calcados,Futebol,0,0,Nike,Preto/Verde Cla,,,,0,0,
30408,80881183,Chuteira de Futsal Nike Hypervenom Phade IC Infantil - Cor: Cinza Escuro,Calcados,Futebol,134.9,128.16,Nike,Cinza Escuro,,,,0,0,
30411,800245I6,Chuteira de Futsal Nike Mercurial Vortex IC - Cor: Laranja/Verde Cla,Calcados,Futebol,0,0,Nike,Laranja/Verde Cla,,,,0,0,
30415,79133601,Chuteira de Futsal Nike Tiempo Nat Iv Ltr Ic - Infantil - Cor: Branco,Calcados,Futebol,129.9,123.41,Nike,Prata+Azul,,,,0,0,
30462,796277US,Chuteira Society Puma Evospeed 5 Tf - Infantil - Cor: VERDE CLA/AZUL,Calcados,Futebol,79.9,75.91,Puma,VERDE CLA/AZUL,,,,0,0,
30471,811939CD,Gym Sack Adidas Ginastic F50 - Cor: Laranja Escuro,Acessorios,Futebol,29.9,28.41,Adidas,LARANJA ESCURO,,,,0,0,
30472,81035302,Gym Sack Nike Corínthians Allegiance - Cor: Preto,Acessorios,Futebol,34.9,33.16,Nike,Chumbo+Amarelo,,,,0,0,
30525,80382769,Mochila Puma F.I.G.C Fan - Cor: Azul Esc/Azul,Acessorios,Futebol,101.9,96.81,Puma,Azul Esc/Azul,,,,0,0,
30539,80995006,Polo Nike Internacional Authentic GS - Masculina - Cor: Vermelho,Vestuario,Futebol,119.9,113.91,Nike,Colorido,,,,0,0,M
30546,80063351,Polo Nike Sphere 523038 - Masculina - Cor: BRANCO/PRETO,Vestuario,Tennis,99.9,94.91,Nike,Branco/Preto,,,,0,0,M
30553,80063601,Polo Nike UV - Masculina - Cor: BRANCO,Vestuario,Tennis,109.9,104.41,Nike,Prata+Azul,,,,0,0,M
30568,8029052W,Relógio Feminino Analógico Puma 96158L0 W - Cor: ROSA/PRATA,Instrumento precisao,Casual,349.23,331.77,Puma,Rosa/Prata,,,,0,0,F
30577,81090102,Short Nike 2 Sw Rival – Feminino - Cor: Preto,Vestuario,Running Performance,0,0,Nike,Chumbo+Amarelo,,,,0,0,F
30591,78504249,Tênis Adidas Adifast Syn K - Infantil - Cor: Branco/Vermelho,Calcados,Training,0,0,Adidas,Branco/Vermelho,,,,0,0,
30601,81329245,Tênis Adidas Cleaser Syn Cf - Infantil - Cor: Branco/Azul Esc,Calcados,Training,99.9,94.91,Adidas,Branco/Azul Esc,,,,0,0,
30602,81329237,Tênis Adidas Cleaser Syn Cf - Infantil - Cor: Branco/Rosa,Calcados,Training,99.9,94.91,Adidas,BRANCO/ROSA,,,,0,0,
30603,8002943C,Tênis Adidas Climacool Xtreme - Feminino - Cor: CINZA/AZUL CLA,Calcados,Training,199.9,189.91,Adidas,CINZA/AZUL CLA,,,,0,0,F
30614,802308N0,Tênis Adidas Duramo 5 K - Infantil - Cor: Rosa/Azul Esc,Calcados,Training,169.9,161.41,Adidas,Rosa/Azul Esc,,,,0,0,
30621,801036EZ,Tênis Adidas Energy Boost - Feminino - Cor: Rosa,Calcados,Running Performance,499.9,474.91,Adidas,Rosa,,,,0,0,F
30622,801036SE,Tênis Adidas Energy Boost - Feminino - Cor: Roxo Esc/Prata,Calcados,Running Performance,499.9,474.91,Adidas,Roxo Esc/Prata,,,,0,0,F
30624,801035WS,Tênis Adidas Energy Boost - Masculino - Cor: Cinza Esc/Verde Cla,Calcados,Running Performance,499.9,474.91,Adidas,Cinza Esc/Verde Cla,,,,0,0,M
30625,80103502,Tênis Adidas Energy Boost - Masculino - Cor: PRETO,Calcados,Running Performance,499.9,474.91,Adidas,Chumbo+Amarelo,,,,0,0,M
30632,80031137,Tênis Adidas Hypermotion Hl - Feminino - Cor: Branco/Rosa,Calcados,Training,229.9,218.41,Adidas,BRANCO/ROSA,,,,0,0,F
30642,80298931,Tênis Adidas Lk Trainer 5 Syn K - Infantil - Cor: Preto/Branco,Calcados,Casual,139.9,132.91,Adidas,Preto/Branco,,,,0,0,
30649,8151893X,Tênis Adidas Terrex Swift R - Masculino - Cor: Azul/Preto,Calcados,Aventura,399.9,379.91,Adidas,Azul/Preto,,,,0,0,M
30650,81518902,Tênis Adidas Terrex Swift R - Masculino - Cor: Preto,Calcados,Aventura,399.9,379.91,Adidas,Chumbo+Amarelo,,,,0,0,M
30652,78484252,Tênis Nike Air Courtballistec - Masculino - Cor: Branco/Azul,Calcados,Tennis,189.9,180.41,Nike,Branco/Azul,,,,0,0,M
30685,8007913X,Tênis Nike Flyknit One - Masculino - Cor: AZUL/PRETO,Calcados,Running Performance,399.9,379.91,Nike,Azul/Preto,,,,0,0,M
30688,8007919A,Tênis Nike Flyknit One - Masculino - Cor: ROXO/PRETO,Calcados,Running Performance,399.9,379.91,Nike,ROXO/PRETO,,,,0,0,M
30689,800791QI,Tênis Nike Flyknit One - Masculino - Cor: Verde Claro/Branco,Calcados,Running Performance,399.9,379.91,Nike,Verde Claro/Branco,,,,0,0,M
30690,800791QK,Tênis Nike Flyknit One - Masculino - Cor: VERDE CLARO/PRETO,Calcados,Running Performance,399.9,379.91,Nike,Verde Claro/Preto,,,,0,0,M
30691,800791VI,Tênis Nike Flyknit One - Masculino - Cor: VERDE ESC/BRANCO,Calcados,Running Performance,399.9,379.91,Nike,Verde Esc/Branco,,,,0,0,M
30707,804754US,Tênis Nike Free Run 4 - Infantil - Cor: Verde Cla/Azul,Calcados,Training,0,0,Nike,VERDE CLA/AZUL,,,,0,0,
30755,81288102,Tênis Puma Benecio Lo Elastic Canvas - Masculino - Cor: Preto,Calcados,Casual,0,0,Puma,Chumbo+Amarelo,,,,0,0,M
30757,81499451,Tênis Puma Coolage Canvas - Masculino - Cor: Branco/Preto,Calcados,Casual,0,0,Puma,Branco/Preto,,,,0,0,M
30767,8022333X,Tênis Puma Mobium Elite 186688 - Masculino - Cor: Azul/Preto,Calcados,Running Performance,249.9,237.41,Puma,Azul/Preto,,,,0,0,M
30768,80223302,Tênis Puma Mobium Elite 186688 - Masculino - Cor: Preto,Calcados,Running Performance,249.9,237.41,Puma,Chumbo+Amarelo,,,,0,0,M
30769,802233QK,Tênis Puma Mobium Elite 186688 - Masculino - Cor: Verde Claro/Preto,Calcados,Running Performance,249.9,237.41,Puma,Verde Claro/Preto,,,,0,0,M
30779,812883VI,Tênis Puma Wheel Vulc – Masculino - Cor: Verde Esc/Branco,Calcados,Casual,159.9,151.91,Puma,Verde Esc/Branco,,,,0,0,M
30790,81578118,Top Adidas Print Grafica WKT - Feminino - Cor: Roxo,Vestuario,Training,79.9,75.91,Adidas,Roxo,,,,0,0,F
30793,78700802,Top Nike Ipanema 542452 - Feminino - Cor: PRETO,Vestuario,Training,49.9,47.41,Nike,Chumbo+Amarelo,,,,0,0,F
30807,81060402,Bermuda Nike Season 545420 - Masculina - Cor: Preto,Vestuario,Casual,99.9,94.91,Nike,Chumbo+Amarelo,,,,0,0,M
30809,80064601,Bermuda Nike Woven 7 - Masculina - Cor: BRANCO,Vestuario,Tennis,89.9,85.41,Nike,Prata+Azul,,,,0,0,M
30813,78480100,Bicicleta Ergométrica Kikos 3015 - Cor: NAO SE APLICA,Equipamentos,Training,325.9,309.61,Kikos,Nao Se Aplica,,HC 3015,7898933974528,0,0,
30846,801623OC,Camisa Adidas Fluminense I n°10 - Masculina - Cor: Vinho/Verde,Vestuario,Futebol,149.9,142.41,Adidas,VINHO/VERDE,,,,0,0,M
30847,81236252,Camisa Adidas Olympique de Marseille Home – Masculina - Cor: Branco/Azul,Vestuario,Futebol,149.9,142.41,Adidas,Branco/Azul,,,,0,0,M
30869,78500802,Camisa Nike Park V 448254 - Infantil - Cor: PRETO,Vestuario,Futebol,0,0,Nike,Chumbo+Amarelo,,,,0,0,
30873,8083473L,Camisa Puma Botafogo Away - Infantil - Cor: Preto/Ouro,Vestuario,Futebol,119.9,113.91,Puma,Preto/Ouro,,,,0,0,
30885,80154002,Camiseta Adidas Prime - Masculina - Cor: PRETO,Vestuario,Training,0,0,Adidas,Chumbo+Amarelo,,,,0,0,M
30889,80212101,Camiseta Adidas Squadra 13 - Infantil - Cor: BRANCO,Vestuario,Futebol,49.9,47.41,Adidas,Prata+Azul,,,,0,0,
30890,80212131,Camiseta Adidas Squadra 13 - Infantil - Cor: PRETO/BRANCO,Vestuario,Futebol,49.9,47.41,Adidas,Preto/Branco,,,,0,0,
30894,78689701,Camiseta Adidas Trefoil - Masculina - 786897 - Cor: BRANCO,Vestuario,Casual,89.9,85.41,Adidas,Prata+Azul,,,,0,0,M
30903,784888VD,Camiseta Nike Harlequin - Masculina - Cor: VERDE/VERDE ESC,Vestuario,Futebol,0,0,Nike,VERDE/VERDE ESC,,,,0,0,M
30929,8026259J,Camiseta Regata Adidas Adizero Ss13 - Feminina - Cor: AMARELO/CINZA,Vestuario,Tennis,69.9,66.41,Adidas,AMARELO/CINZA,,,,0,0,F
30930,80262539,Camiseta Regata Adidas Adizero Ss13 - Feminina - Cor: BRANCO/AMARELO,Vestuario,Tennis,69.9,66.41,Adidas,Branco/Amarelo,,,,0,0,F
30933,80077002,Camiseta Regata Nike Ego Sculpt 529746 - Feminina - Cor: Preto,Vestuario,Training,79.9,75.91,Nike,Chumbo+Amarelo,,,,0,0,F
30940,8125782U,Caneleira Puma Universal Plus 030435 - Adulto - Cor: Amarelo/Preto,Acessorios,Futebol,44.9,42.66,Puma,AMARELO/PRETO,,,,0,0,
30951,792368FP,Chuteira de Campo Adidas Predito Lz Trx Hg - Infantil - Cor: PRETO/ROSA,Calcados,Futebol,99.9,94.91,Adidas,Preto/Rosa,,,,0,0,
30973,8106222R,Chuteira de Futsal Adidas Nitrocharge 3 In - Infantil - Cor: Azul/Branco,Calcados,Futebol,0,0,Adidas,Azul/Branco,,,,0,0,
30991,796275US,Chuteira de Futsal Puma Evospeed 5 In - Cor: VERDE CLA/AZUL,Calcados,Futebol,99.9,94.91,Puma,VERDE CLA/AZUL,,,,0,0,
31007,811907TY,Gym Sack Adidas Fluminense Ginastic - Cor: Azul Esc/Laranja Esc,Acessorios,Futebol,0,0,Adidas,Azul Esc/Laranja Esc,,,,0,0,
31016,80085529,Luvas de Academia Nike Fit Cross Gloves - Feminina - Cor: PRETO/AZUL,Acessorios,Training,69.9,66.41,Nike,Preto/Azul,,,,0,0,F
31026,798846KA,Luvas Puma Evospeed 6 040887 - Adulto - Cor: Laranja Esc/Azul,Acessorios,Futebol,69.9,66.41,Puma,Laranja Esc/Azul,,,,0,0,
31038,81190286,Mochila Adidas Fluminense Premium - Cor: Verde Escuro,Acessorios,Futebol,125.9,119.61,Adidas,VERDE ESCURO,,,,0,0,
31045,81195102,Polo Adidas All Blacks - Masculina - Cor: Preto,Vestuario,Rugby,0,0,Adidas,Chumbo+Amarelo,,,,0,0,M
31046,79306001,Polo Adidas Essentials - Masculina - Cor: Branco,Vestuario,Casual,119.9,113.91,Adidas,Prata+Azul,,,,0,0,M
31051,80993502,Polo Nike Corinthians Core - Masculina - Cor: Preto,Vestuario,Futebol,99.9,94.91,Nike,Chumbo+Amarelo,,,,0,0,M
31103,786214FP,Tênis Adidas Devotion Pb 3 - Feminino - Cor: PRETO/ROSA,Calcados,Training,199.9,189.91,Adidas,Preto/Rosa,,,,0,0,F
31120,81336705,Tênis Adidas Kanadia 5 TR – Infantil - Cor: Azul Escuro,Calcados,Training,189.9,180.41,Adidas,Azul escuro,,,,0,0,
31125,7585632X,Tênis Adidas Kundo II K - Infantil - Cor: Branco/Prata,Calcados,Casual,139.9,132.91,Adidas,Branco/Prata,,,,0,0,
31126,75856344,Tênis Adidas Kundo II K - Infantil - Cor: Branco/Roxo,Calcados,Casual,59.9,56.91,Adidas,Branco/Roxo,,,,0,0,
31136,80235137,Tênis Adidas LK Trainer 5 Syn CF I - Infantil - Cor: Branco/Rosa,Calcados,Casual,0,0,Adidas,BRANCO/ROSA,,,,0,0,
31144,815348HL,Tênis Adidas Sonic Boost - Feminino - Cor: Cinza/Verde Cla,Calcados,Running Performance,299.9,284.91,Adidas,Cinza/Verde Cla,,,,0,0,F
31145,815348EZ,Tênis Adidas Sonic Boost - Feminino - Cor: Rosa,Calcados,Running Performance,0,0,Adidas,Rosa,,,,0,0,F
31153,80105402,Tênis Adidas Zappan DLX - Masculino - Cor: PRETO,Calcados,Aventura,199.9,189.91,Adidas,Chumbo+Amarelo,,,,0,0,M
31160,804900XQ,Tênis Nike Air Max Compete TR - Masculino - Cor: Cinza Cla/Azul,Calcados,Training,199.9,189.91,Nike,Cinza Cla/Azul,,,,0,0,M
31197,81155231,Tênis Nike Free Flyknit 615805 - Masculino - Cor: Preto/Branco,Calcados,Running Performance,0,0,Nike,Preto/Branco,,,,0,0,M
31218,80270905,Tênis Puma Airbag Mid - Masculino - Cor: Azul Escuro,Calcados,Training,0,0,Puma,Azul escuro,,,,0,0,M
31221,80222802,Tênis Puma Bioweb Elite - Masculino - Cor: Preto,Calcados,Training,0,0,Puma,Chumbo+Amarelo,,,,0,0,M
31313,79311531,Bermuda Adidas Response 7 Fw12 - Masculina - Cor: PRETO/BRANCO,Vestuario,Running Performance,69.9,66.41,Adidas,Preto/Branco,,,,0,0,M
31325,80491686,Bermuda Puma Cargo 824279 - Masculina - Cor: VERDE ESCURO,Vestuario,Casual,79.9,75.91,Puma,VERDE ESCURO,,,,0,0,M
31326,80046901,Bermuda Térmica Nike Core Compression 6 - Masculina - Cor: BRANCO,Vestuario,Futebol,69.9,66.41,Nike,Prata+Azul,,,,0,0,M
31327,80046902,Bermuda Térmica Nike Core Compression 6 - Masculina - Cor: PRETO,Vestuario,Futebol,69.9,66.41,Nike,Chumbo+Amarelo,,,,0,0,M
31328,81495501,Bicicleta Caloi Ceci - Aro 20 - 7 Velocidades - Infantil - Cor: Branco,Equipamentos,Bike,0,0,Caloi,Prata+Azul,,,,0,0,
31331,77752433,Bicicleta Caloi Max Front - Aro 24 - 2012 - Cor: PRETO/AMARELO,Equipamentos,Bike,499,474.05,Caloi,Preto/Amarelo,,757119471,7891473014693,0,0,
31336,81038149,Bola de Futebol de Campo Nike Arsenal Prestige - Cor: Branco/Vermelho,Acessorios,Futebol,99.9,94.91,Nike,Branco/Vermelho,,,,0,0,
31341,81032138,Bola de Futebol de Campo Nike Strike LFP SC2298 - Cor: Branco/Laranja,Acessorios,Futebol,0,0,Nike,Branco/Laranja,,,,0,0,
31349,810257EZ,Bolsa Nike Bucket Sling - Feminina - Cor: Rosa,Acessorios,Training,179.9,170.91,Nike,Rosa,,,,0,0,F
31365,77287632,Calção Nike 2 Tempo Split - Masculino - Cor: PRETO/CINZA,Vestuario,Running Performance,79.9,75.91,Nike,Preto/Cinza,,,,0,0,M
31368,8046492R,Calção Nike Corinthians 3 Réplica - Masculino - Cor: Azul/Branco,Vestuario,Futebol,79.9,75.91,Nike,Azul/Branco,,,,0,0,M
31373,81462002,Calça Corsário Adidas ESS MF - Feminina - Cor: Preto,Vestuario,Training,69.9,66.41,Adidas,Chumbo+Amarelo,,,,0,0,F
31383,8121710F,Camisa Adidas Milan II 2013 - Infantil - Cor: Branco/Ouro,Vestuario,Futebol,119.9,113.91,Adidas,BRANCO/OURO,,,,0,0,
31393,80995151,Camisa Nike Academy SS Catid - Infantil - Cor: Branco/Preto,Vestuario,Futebol,49.9,47.41,Nike,Branco/Preto,,,,0,0,
31394,80995131,Camisa Nike Academy SS Catid - Infantil - Cor: Preto/Branco,Vestuario,Futebol,49.9,47.41,Nike,Preto/Branco,,,,0,0,
31397,81389242,Camisa Nike Coritiba I s/nº 2012 - Masculina - Cor: Branco/Verde,Vestuario,Futebol,189.9,180.41,Nike,Branco/Verde,,,,0,0,M
31399,81023163,Camisa Nike Inter de Milão Boys Home - Infantil - Cor: Azul Esc/Preto,Vestuario,Futebol,0,0,Nike,AZUL ESC/PRETO,,,,0,0,
31402,8098419E,Camisa Nike Manchester City Squad Ss Pm Top – Masculina - Cor: Azul Cla/Branco,Vestuario,Futebol,0,0,Nike,Azul Cla/Branco,,,,0,0,M
31404,8097733X,Camisa Nike Manchester Squad SS Trng Top - Masculina - Cor: Azul/Preto,Vestuario,Futebol,0,0,Nike,Azul/Preto,,,,0,0,M
31428,81030501,Camiseta Nike Solid Futura Vneck - Masculina - Cor: Branco,Vestuario,Casual,69.9,66.41,Nike,Prata+Azul,,,,0,0,M
31429,81030502,Camiseta Nike Solid Futura Vneck - Masculina - Cor: Preto,Vestuario,Casual,69.9,66.41,Nike,Chumbo+Amarelo,,,,0,0,M
31453,8005532U,Chuteira de Campo Adidas F5 TRX HG - Infantil - Cor: Amarelo/Preto,Calcados,Futebol,89.9,85.41,Adidas,AMARELO/PRETO,,,,0,0,
31460,800240I6,Chuteira de Campo Nike Mercurial Vortex FG - Cor: Laranja/Verde Cla,Calcados,Futebol,99.9,94.91,Nike,Laranja/Verde Cla,,,,0,0,
31461,800240N1,Chuteira de Campo Nike Mercurial Vortex FG - Cor: Rosa/Verde Cla,Calcados,Futebol,119.9,113.91,Nike,Rosa/Verde Cla,,,,0,0,
